nameOfCamp,amountReached,goalOfCamp,category,dateCreated,peopleDonated,numberOfDays,locationCity,locationState,socialMediaShares,NumberOfFbComments,NumberOfUpdates
Help me find my missing daughter,$625,"$5,000",Competitions," October 23, 2014",16,23,CHAMPLIN,MN,263000,1,
Miss Trinity USA,"$1,050","$1,200",Competitions," August 3, 2015",9,13,TRINITY,NC,266000,1,2
Mrs. Alaska United States 2016,$995,"$4,500",Competitions," January 29, 2014",12,32,ANCHORAGE,AK,266000,,4
ElJa's Nat'l Poetry Slam Fundraiser,"$1,076",$500,Competitions," May 29, 2016",30,3,FAYETTEVILLE,NC,267000,,21
Help Adriel represent Hawaii Chess,"$1,130","$4,500",Competitions," June 14, 2016",15,3,KAILUA,HI,267000,,4
Klamath Coyotes World Championship,"$1,520","$3,600",Competitions," March 2, 2016",24,6,KLAMATH FALLS,OR,269000,,7
Competing for Mrs America,$305,"$4,000",Competitions," July 7, 2016",6,2,POLSON,MT,268000,,
Sponsor Raven for MISS New York USA,"$1,555","$1,600",Competitions," July 27, 2015",33,14,ALBANY,NY,258000,,35
Karla L. Correa Jr. Golfer ,"$1,655","$1,500",Competitions," June 12, 2016",41,3,SUMMERVILLE,SC,257000,,5
Help Get Me to China!,"$1,485","$2,200",Competitions," May 27, 2014",27,28,SAN CARLOS,CA,251000,,9
My Dream Of Miss Teen MI USA 2017!,"$1,336","$2,000",Competitions," August 9, 2016",24,1,LAMBERTVILLE,MI,255000,,
Finalist Miss Teen Massachusetts ,$355,"$1,800",Competitions," July 19, 2016",9,2,ROWLEY,MA,254000,,
Jr Miss Nevada Princess ~Serenity~,"$1,130","$3,000",Competitions," May 10, 2016",16,4,LAS VEGAS,NV,254000,,
Miss Tourism Queen of the Year USA ,$645,"$3,000",Competitions," April 11, 2015",19,17,ELIZABETH,NJ,252000,,
Youth competitor needs help! ,"$1,110","$1,000",Competitions," March 17, 2014",15,30,SISTER BAY,WI,204000,4,5
"The ""ARTs"" Talent Showcase",$315,"$2,000",Competitions," March 12, 2015",7,18,PORT SAINT LUCIE,FL,256000,1,1
Jhondy's BFA Fundraiser ,$200,$800,Competitions," August 27, 2016",4,29,FREDERICK,MD,251000,,
Miss California USA 2016,"$1,695","$2,000",Competitions," February 24, 2015",55,19,NEWBURY PARK,CA,202000,,3
Osjale's Beautiful Beginnings GMAC,$460,"$5,000",Competitions," August 24, 2015",11,13,ATLANTA,GA,204000,,2
Mikee's National All-American Miss,"$1,780","$4,000",Competitions," August 1, 2015",37,14,ORLANDO,FL,205000,,4
Iman's National Dance Competition,$775,"$3,200",Competitions," June 16, 2016",29,3,CHANTILLY,VA,203000,,2
Cherry Blossom Princess Program ,$681,$500,Competitions," February 2, 2016",13,7,COLCHESTER,VT,203000,,3
Mini miss orlando 2016 Camarii redd,$505,$400,Competitions," January 31, 2016",13,7,POMPANO BEACH,FL,205000,,
Miss Kappa Alpha Psi Pageant ,$965,"$1,200",Competitions," February 23, 2016",22,7,TALLAHASSEE,FL,204000,1,2
Send Ke'Vone to 2016 Jr Olympics,"$1,150","$2,500",Competitions," July 4, 2016",26,2,HARVEST,AL,201000,1,
Sponsors for Miss Ohio USA  PAGEANT,$375,"$2,500",Competitions," June 29, 2016",13,2,COLUMBUS,OH,203000,,1
Help me see Nick at the Paralympics,$145,"$2,500",Competitions," July 20, 2016",3,2,AUGUSTA,ME,203000,1,1
Iman's National Dance Competition,$775,"$3,200",Competitions," June 16, 2016",29,3,CHANTILLY,VA,203000,,2
Samantha Hartwell Miss Mass 2017,$645,"$2,500",Competitions," September 2, 2016",5,23,LITTLETON,MA,201000,,
Laguardia's Science Olympiad,"$1,090","$2,000",Competitions," March 5, 2016",11,6,NEW YORK,NY,199000,,3
Bridget & Moolah FCI 2016,"$7,740","$6,000",Competitions," May 20, 2016",48,4,SCHAUMBURG,IL,196000,,3
Miss Northeast Tennessee Fund,$335,"$5,000",Competitions," June 22, 2016",9,3,KNOXVILLE,TN,198000,,
Sponsor to Nevada for Talent Quest,"$1,200","$3,000",Competitions," June 27, 2016",24,3,LAKELAND,FL,197000,,2
National American Miss 2016,"$1,000","$1,000",Competitions," April 5, 2016",9,5,,,195000,,5
Miss Massachusetts USA 2017,"$2,435","$8,000",Competitions," April 18, 2016",15,5,BOSTON,MA,196000,2,2
Support My Journey Toward the Crown,"$1,490","$2,000",Competitions," March 13, 2016",33,6,BOCA RATON,FL,196000,,1
Miss Florida International,$650,"$1,800",Competitions," May 10, 2016",8,4,PALM HARBOR,FL,199000,1,6
Support Amarie in Miss LA Teen USA,"$1,130","$2,000",Competitions," July 28, 2016",27,1,COVINGTON,LA,197000,6,
Help Me Become Miss Massachusetts,$510,"$1,300",Competitions," July 24, 2016",10,2,FALL RIVER,MA,196000,,1
Support your CA Avian Bowl Team,$725,"$1,600",Competitions," July 26, 2016",14,2,95,,195000,,4
 TechDogs of NTZ Robotics Team,$450,$400,Competitions," September 6, 2016",10,19,NATCHEZ,MS,200000,,2
Forest Glen Robotics to Worlds!,"$4,125","$4,000",Competitions," March 2, 2016",19,6,INDIANAPOLIS,IN,199000,,5
Competing in World Transplant Games,$600,"$3,000",Competitions," July 3, 2016",15,2,OWINGS MILLS,MD,196000,,1
Support Shyla's dance dream,"$3,005","$5,500",Competitions," March 13, 2016",48,6,RICHMOND HILL,NY,198000,,
Fighting Balto City Pub School Sys,"$2,580","$7,000",Competitions," October 25, 2013",77,35,WINDSOR MILL,MD,200000,,11
Let's get Angelica to Nationals ,$655,"$2,500",Competitions," March 25, 2015",23,18,NEW HAVEN,CT,199000,,11
Gabby's 2016 Jr Olympics,"$1,700","$2,000",Competitions," June 29, 2016",24,2,SHARON HILL,PA,200000,2,15
CIS Let's Dance 2016,"$24,274","$30,000",Creative," August 29, 2016",275,27,CLEVELAND,OH,705000,3,7
Musicians of the FWSymphony,"$24,130","$25,000",Creative," September 10, 2016",238,15,FORT WORTH,TX,2600,1,1
"Film ""Principles of Curiosity""","$11,240","$44,000",Creative," September 12, 2016",154,13,LAGUNA NIGUEL,CA,240000,,
Restore the Zebra  Murals ,"$23,827","$25,000",Creative," June 3, 2016",339,3,SAN RAFAEL,CA,2800,4,14
Save Empire Seven Studios,"$17,751",$1.5M ,Creative," September 19, 2016",161,6,SAN JOSE,CA,1900,1,3
Our Warrior Fighting Brain Cancer,"$13,255","$25,000",Creative," August 15, 2016",168,1,MARYSVILLE,PA,2600,8,9
"CHS Band 2016 ""Play-A-Thon""","$6,110",$12.50,Creative," September 14, 2016",81,11,PORTLAND,OR,250000,,
The 3rd Party Candidate Docu-series,"$8,385","$75,000",Creative," July 28, 2016",170,1,DURHAM,CT,18000,5,4
Trial by fire film on RSD/CRPS,"$26,820","$25,000",Creative," May 11, 2015",229,16,KISSIMMEE,FL,11000,18,29
*NSYNC Star on Walk of Fame,"$5,750","$30,000",Creative," June 28, 2016",147,2,LOVES PARK,IL,3600,13,6
Let's Replace Darren's Horn!,"$3,150","$3,150",Creative," September 21, 2016",75,4,MADISON,WI,214000,,2
Blaack And Metiisse Fashion Support,"$3,515","$5,000",Creative," May 7, 2014",492,29,LONG BEACH,CA,2000,10,1
Help Erik get to World Poetry Slam ,"$2,000","$2,000",Creative," September 22, 2016",29,3,NEW BEDFORD,MA,135000,,1
"Patty's Release of ""Let In The Sun""","$1,560","$10,000",Creative," September 21, 2016",42,4,SILVER SPRING,MD,197000,,2
#MasculinityIsAPrison,"$1,309","$10,000",Creative," September 15, 2016",107,10,NEW YORK,NY,119000,,3
BOOK MODEL MEETINGS - Commercial,$400,"$1,000",Creative," June 19, 2016",11,3,NEW YORK,NY,1500,,13
"Van for Tevita ""Davey"" Toutai","$4,750","$50,000",Creative," June 14, 2015",65,15,SALT LAKE CITY,UT,1500,2,3
Opening the Finesse Center,"$9,325","$40,000",Creative," June 11, 2016",107,3,SAINT LOUIS,MO,1200,,3
Dance Arts of Orange County,"$11,235","$30,000",Creative," May 19, 2016",149,4,IRVINE,CA,1300,8,16
Queena: Attack Survivor Movie,"$1,150","$25,000",Creative," September 16, 2016",19,9,BRANDON,FL,652000,,3
Help me see my son graduate usmc,$210,"$1,000",Creative," February 8, 2015",4,19,EVART,MI,122000,,4
Help Us Make Our Dreams Come True!,$317,"$10,000",Creative," March 14, 2016",6,6,,,139000,,3
Help us go to World Championships,"$1,026","$3,000",Creative," January 4, 2015",18,21,FRESNO,CA,114000,,4
Road to HHI - USA preliminaries,$485,$800,Creative," July 6, 2016",6,2,ANAHEIM,CA,52000,,
Dance USF Goes to China,"$1,065","$15,000",Creative," May 23, 2015",9,16,TAMPA,FL,168000,,
Coney Island USA documentary ,"$5,015","$8,000",Creative," January 7, 2013",10,45,NEW YORK,NY,397000,,8
Help us release our 2nd album!,$590,"$1,000",Creative," November 9, 2014",17,22,HALETHORPE,MD,97000,,4
USC Dance Conservatory Intensive,"$1,030","$2,250",Creative," May 30, 2015",15,16,WEST COLUMBIA,SC,115000,1,
Climate Stories USA,"$2,075","$2,000",Creative," April 6, 2015",16,17,CHAPEL HILL,NC,115000,,3
The World They Left Us - Short Film,"$1,035","$1,000",Creative," March 9, 2016",14,6,Sydney,Australia,58000,,1
A Trip to Change My Career,"$3,705","$4,000",Creative," April 10, 2016",27,5,TAMPA,FL,410000,1,13
Sunny-Side Up Thesis Show,$150,"$3,000",Creative," September 19, 2016",2,5,TAMPA,FL,152000,,
Benefit for Jonathan Thomas,"$5,940","$10,000",Creative," February 25, 2016",41,7,TAMPA,FL,213000,1,3
John's Crazy Tuba Quest,"$2,025","$6,000",Creative," January 16, 2015",50,20,TAMPA,FL,353000,2,13
Princess Rose and the Misfit Cave,"$1,550","$1,000",Creative," June 15, 2016",18,3,LOS ANGELES,CA,161000,,
Tianni's Dance Dreams,$410,$600,Creative," April 8, 2016",9,5,POWDER SPRINGS,GA,256000,,10
3 Notes For Hope Cross Cultural Exchange,"$8,590","$15,000",Creative," May 6, 2014",41,29,JACKSONVILLE,FL,211000,,2
Playing Music in London,$835,"$7,022",Creative," May 20, 2016",15,4,LOS ANGELES,CA,91000,,
Travel,"$1,090","$25,000",Creative," July 5, 2014",8,27,KENSINGTON,MD,157000,,11
STAGE CURTAIN FOR BOYS & GIRLS CLUB,$925,"$20,000",Creative," April 10, 2015",23,17,NEWARK,NJ,177000,1,
"""The Boston Dad"" Sitcom Pilot","$1,615","$5,000",Creative," August 27, 2016",20,29,BOSTON,MA,495000,,1
The Warning Band's first album,"$20,630","$20,000",Creative," April 12, 2016",180,5,ROUND ROCK,TX,16000,11,7
The Traveling Piano Success Fund!,"$10,271","$25,000",Creative," December 13, 2015",151,9,PHILADELPHIA,PA,4300,1,166
Dubrek Studios Flood Fund,,,Creative," August 24, 2016",165,1,Arboretum Ward,ENG,774000,,3
Nicole Kurtz's Project Resound Fund,"$1,275","$2,000",Creative," September 21, 2016",34,3,JENKINTOWN,PA,224000,,
Ali McGuirk Debut ALBUM!! (And EP),"$7,670","$10,000",Creative," September 12, 2016",101,13,SOMERVILLE,MA,537000,,1
365 Photo Fund,"$6,270","$15,000",Creative," February 15, 2016",103,7,SAN FRANCISCO,CA,455000,5,12
OBISOULSTAR EUROPE,"$3,025","$3,000",Creative," June 28, 2015",49,15,CHICAGO,IL,141000,1,4
Inayat Khan: MyHeartsSong-Movie.com,"$3,600","$11,000",Creative," August 30, 2016",44,25,TRUTH OR CONSEQUENCES,NM,154000,,18
THIS IS TIM: a documentary film,"$4,215","$25,000",Creative," September 6, 2016",31,19,PORTLAND,OR,219000,,2
Saevar's Musical Trip,"$2,400","$1,900",Creative," September 22, 2016",38,3,NEW YORK,NY,139000,,1
Waiting for the Storm - Feature Film,"$2,250","$3,500",Creative," July 7, 2015",32,14,SAN ANTONIO,TX,582000,,
Nicole Kurtz's Project Resound Fund,"$1,275","$2,000",Creative," September 21, 2016",34,3,JENKINTOWN,PA,224000,,
My Photo Project to Empower Women,"$3,901","$5,000",Creative," March 24, 2015",47,18,LOS ANGELES,CA,453000,1,2
"""The Boston Dad"" Sitcom Pilot","$1,615","$5,000",Creative," August 27, 2016",20,29,BOSTON,MA,495000,,1
Fuji Fujimoto Solo Album Project,"$6,365","$8,100",Creative," January 1, 2016",118,8,ATLANTA,GA,609000,3,23
Help Build Sky Stage!,"$1,900","$10,000",Creative," August 24, 2016",42,1,FREDERICK,MD,489000,,
"""L.A. Fadeaway"" Short Film","$1,745","$5,000",Creative," September 20, 2016",22,5,LOS ANGELES,CA,108000,,1
Boy: A New Musical,"$2,625","$8,000",Creative," July 5, 2016",35,2,SAN DIEGO,CA,533000,1,
NAMF-Lion King,"$2,175","$3,300",Creative," August 11, 2016",16,1,FORT DEFIANCE,AZ,408000,1,11
THE MUTHALAND DREAM TEAM,"$5,145","$6,000",Creative," August 2, 2016",54,1,CHICAGO,IL,399000,,
Elliot's Broadway Dream ,,,Creative," September 1, 2016",36,24,Bowling and Barkerend Ward,ENG,348000,2,3
Pre Order Our New Album!,"$1,125","$1,500",Creative," August 24, 2016",34,1,DENTON,TX,123000,,
Keep ArtBeat's Heart Beating,"$8,672","$7,000",Creative," December 16, 2015",139,9,,,751000,1,18
James & Jackie White Recording,"$2,215","$15,000",Creative," August 25, 2016",27,1,SAVANNAH,GA,431000,2,8
"""Seatbelts Required"" the movie","$1,240","$7,000",Creative," August 14, 2016",13,1,VENTURA,CA,396000,,1
Finishing costs for my documentary,$635,"$5,000",Creative," August 30, 2016",14,26,WINNETKA,CA,56000,,4
Chris Moore's Iron Heart Fund,,,Creative," June 8, 2016",312,3,Crouch End Ward,ENG,516000,1,
Web Series: In Good Talks,"$1,085","$7,000",Creative," August 27, 2016",27,28,BALTIMORE,MD,259000,,5
 Help Deafinitely Dope spread ASL,$670,"$32,000",Creative," July 17, 2016",24,2,JACKSONVILLE,FL,387000,,
Bring Paper Planes to Timor-Leste,"$6,035","$5,000",Creative," March 27, 2016",66,6,Yarraville,VIC,2700,,15
The National Cannabis Patients Wall,"$2,607","$5,000",Creative," May 15, 2014",78,28,NASHVILLE,TN,1800,2,26
Website/Own Label/Free Access,"$3,790","$6,000",Creative," November 27, 2015",64,10,Enmore,NSW,904000,,7
Fund to Finish Novel and Degree,"$3,605","$4,300",Creative," September 29, 2015",50,12,SCRANTON,PA,114000,1,
Help Fund Season 2 of Tough Love,"$10,550","$10,000",Creative," January 18, 2016",448,8,NEW YORK,NY,494000,3,4
Raise the Stage at Anicinabe Park,"$24,790","$50,000",Creative," July 26, 2016",113,2,Kenora,ON,411000,1,6
$30 from 300,"$4,460","$5,090",Creative," July 4, 2016",77,2,EVANSVILLE,IN,503000,,3
MELTREK,"$2,522","$100,000",Creative," June 27, 2014",78,27,GWYNN OAK,MD,1200,,5
BCHS Orchestra Carnegie Fund,$635,"$10,000",Creative," August 10, 2016",9,1,GLASGOW,KY,543000,,
Breaking the Moon to New York!,"$8,416","$20,000",Creative," March 29, 2016",116,6,PINEVILLE,NC,913000,1,7
TeresaTeri & Unique New Cd Project,$752,"$2,500",Creative," August 4, 2016",27,1,CINCINNATI,OH,265000,,5
10TH LIFE OF DA CAT - MikiDora.Com,"$1,776","$30,000",Creative," January 3, 2015",39,21,MAKAWAO,HI,918000,,1
Urban Thoughts: PHOENIX PROJECT,"$3,710","$2,500",Creative," March 30, 2016",64,5,MEMPHIS,TN,446000,,19
PROTECTING CREATIVE RIGHTS,"$1,555","$25,000",Creative," April 19, 2016",192,5,CLEARWATER,FL,434000,1,4
Char's Landing MIRACLE!!! continues,"$10,785","$10,000",Creative," April 23, 2016",143,5,Port Alberni,BC,778000,3,19
Come together for the Grind,"$10,338","$30,000",Creative," August 29, 2014",194,25,RIVERSIDE,CA,2500,,2
The Corner,"$12,053","$26,000",Creative," April 18, 2015",44,17,CINCINNATI,OH,131000,,3
Mary V Lives,"$3,619","$3,618",Creative," May 28, 2016",53,4,SUNNYSIDE,NY,382000,,
Phoenix Rainbow Project,"$2,740","$10,000",Creative," July 13, 2016",45,2,Victoria,BC,608000,,2
PR cultural project in Sweden 2016,"$3,292","$6,500",Creative," May 17, 2016",60,4,SAN JUAN,PR,1400,,15
Heather's dream,$770,"$1,500",Creative," March 2, 2016",18,6,CROYDON,PA,685000,,10
Documentary about Homophobia,,,Creative," September 23, 2014",51,24,St. Neots,ENG,8000,,1
"""Fifty Years"" Retrospective CD","$6,615","$20,000",Creative," March 30, 2016",88,5,AUSTIN,TX,844000,3,40
Bass Bug and the Watermelon Art Car,"$1,120","$1,500",Creative," July 16, 2016",31,2,Tennant Creek,NT,246000,1,12
BASH presented by Sidereal Theater,"$1,375","$3,000",Creative," August 24, 2016",13,1,SANTA CRUZ,CA,77000,,1
Music Heals,"$2,519","$6,000",Creative," May 10, 2015",55,16,CHIPPEWA FALLS,WI,582000,,44
Youth of Memphis Music Program,$405,"$10,000",Creative," July 5, 2016",23,2,MEMPHIS,TN,430000,,4
Tyler Clark's Record,"$2,195","$3,000",Creative," May 31, 2016",47,3,BAYVILLE,NJ,550000,,2
New Full Length Album  !,"$2,795","$3,500",Creative," August 29, 2016",29,27,RICHMOND,VA,217000,,2
Step Up To The Plate for Landis,"$2,580","$51,000",Creative," July 23, 2016",15,2,SAN CLEMENTE,CA,341000,1,
Gruesome Playground Injuries,"$2,265","$6,000",Creative," August 16, 2016",61,1,EAST HAMPTON,NY,285000,,2
The Years by Cindy Lou Johnson,"$2,410","$5,400",Creative," August 25, 2016",27,1,NEW YORK,NY,301000,,4
Newberry Community Players Fund,"$1,465","$30,000",Creative," May 3, 2016",31,4,NEWBERRY,SC,336000,,1
Help Create The Real Sarahs Album ,"$5,633","$9,999",Creative," January 7, 2016",74,8,BOONVILLE,CA,333000,,8
Carrboro Elementary Theatre Lights,"$3,315","$10,000",Creative," August 23, 2016",65,1,CARRBORO,NC,125000,,1
Lou Santiago Garage insider project,"$1,925","$150,000",Creative," June 4, 2016",30,3,KANNAPOLIS,NC,321000,3,3
THIS IS TIM: a documentary film,"$4,215","$25,000",Creative," September 6, 2016",31,19,PORTLAND,OR,219000,,2
,$335,"$1,090",Creative," September 22, 2016",7,3,ELK GROVE,CA,12000,,1
{ ART for kids in need of healing },"$1,995","$5,000",Creative," August 29, 2016",29,27,AUSTIN,TX,77000,,6
Joanna's Guitar Fund,$525,$700,Creative," July 3, 2013",10,39,OZARK,AR,116000,,3
School-Phobic to Class President,"$1,446","$6,000",Creative," February 15, 2016",27,7,TRUMBULL,CT,307000,,
Proyecto Los Abuelos De Atitlan,"$1,545","$25,000",Creative," September 19, 2016",21,6,TUCSON,AZ,184000,1,2
Vinnie Esposito's Book Campaign,"$2,235","$5,000",Creative," August 15, 2016",43,1,HENDERSON,NV,272000,1,
Defend Artist's Internet Rights,"$1,100","$5,000",Creative," June 2, 2016",30,3,NEW YORK,NY,268000,,
Mijo Mario / While I Still Got IT,"$1,385","$2,000",Creative," August 19, 2016",28,1,SCOTTSDALE,AZ,164000,2,10
CSUN Limbo Thesis Project ,$150,"$5,400",Creative," September 16, 2016",7,8,VAN NUYS,CA,159000,1,1
Send Us to the State PTA Conference,"$3,115","$5,000",Creative," February 26, 2016",17,7,LA MIRADA,CA,164000,,2
Darius Crosbie - Chicago - Launch,$545,"$2,800",Creative," September 7, 2016",9,18,LEESBURG,VA,35000,,
Pregnancy loss & art research,"$1,480","$8,000",Creative," August 17, 2016",26,1,PORTLAND,OR,153000,,5
Help Build Erica's London Bridge ,$300,"$2,500",Creative," September 16, 2016",9,9,HYDE PARK,MA,109000,,1
Help Davie Band go to Washington DC,"$2,378","$35,000",Creative," January 7, 2016",30,8,MOCKSVILLE,NC,239000,,
Help me publish my book!,$600,"$2,000",Creative," August 12, 2016",11,1,KILL DEVIL HILLS,NC,190000,,5
Perfect 36 PBS Documentary,"$1,275",$25.50,Creative," June 15, 2016",12,3,NASHVILLE,TN,184000,,4
Ancient Calls And Echos,"$2,559","$3,000",Creative," August 18, 2016",54,1,SANTA ROSA,CA,136000,1,1
Help Kimi Help support you!,$350,"$2,000",Creative," September 20, 2016",13,5,WATERFORD,MI,65000,,
Macy's Day Parade Band,"$1,310","$2,500",Creative," June 27, 2016",41,2,EAU CLAIRE,WI,85000,,3
Buy KevAndHisJeep a GoPro,$212,$278,Creative," September 21, 2016",14,4,EAST STROUDSBURG,PA,14000,,2
,"$5,335","$25,000",Creative," May 27, 2016",48,4,NEW YORK,NY,169000,1,2
Keep  The Oldies Alive!,"$4,272","$5,000",Creative," July 25, 2014",96,26,HIGHTSTOWN,NJ,117000,,2
Snubie.com Fundraising Drive,$645,"$5,909",Creative," August 12, 2016",26,1,CONWAY,AR,74000,1,8
Rock N' Roll Uganda,"$3,421","$100,000",Creative," July 12, 2015",64,14,NORTH ANDOVER,MA,68000,,4
smallmark ART STUDIO,"$1,845","$10,000",Creative," September 15, 2016",12,10,SMITHTOWN,NY,150000,,5
The Importance of Being Earnest,$315,$700,Creative," July 19, 2016",8,2,TEMPE,AZ,29000,,2
Send Amara to Joffrey Chicago,"$3,700","$3,500",Creative," April 7, 2015",34,17,FALLS CHURCH,VA,147000,,15
" ""Protect & Serve"" ",$685,$56.50,Creative," May 31, 2015",10,16,GLENDALE,CA,104000,,22
Send 2 Pipe Makers to Chicago Show,"$2,000","$2,000",Creative," March 26, 2016",40,6,COLUMBUS,OH,138000,1,2
Send 2 Pipe Makers to Chicago Show,"$2,000","$2,000",Creative," March 26, 2016",40,6,COLUMBUS,OH,138000,1,2
 Weapon X  Film,$210,"$5,000",Creative," July 9, 2016",10,2,FAYETTEVILLE,NC,94000,,4
Peter Wise Actors Studio,$105,"$100,000",Creative," August 14, 2016",2,1,NORTH HOLLYWOOD,CA,131000,,1
Current-Situation Season 2 ,$540,"$5,000",Creative," August 29, 2016",20,26,BROOKLYN,NY,55000,,4
Adopt an Art ,$261,$500,Creative," November 13, 2013",9,34,LEXINGTON,KY,53000,,3
Finishing costs for my documentary,$635,"$5,000",Creative," August 30, 2016",14,26,WINNETKA,CA,56000,,4
Help Bring Geek Music  to UNLV,$355,"$4,500",Creative," August 16, 2016",18,1,NORTH LAS VEGAS,NV,89000,,3
Own Jazmin's Violin ,$150,$296,Creative," September 22, 2016",3,3,VANCOUVER,WA,14000,,
Produce an American original play!,"$2,010","$3,000",Creative," November 16, 2015",26,10,VALLEY VILLAGE,CA,121000,,5
Greg Autry's book on Julian Ritter,"$1,170",$12.80,Creative," September 12, 2016",15,13,SAN JOSE,CA,114000,,4
CD Production/thugz,"$1,025","$1,000",Creative," October 2, 2015",22,11,CAZADERO,CA,111000,,10
Ambassadors of music Europe tour,$765,"$9,000",Creative," May 12, 2016",9,4,CAVALIER,ND,102000,,15
